UEN	label
3cb36aa50675e2e10715596aaf8feadd16c58229cddc704e08392c16b4fc9ef1	0
90bcd8936f83c5b98660a49e417c2eccb8b7d216c8cdc898ce7e4c0852a977fa	0
456c5b26023d092ddc986275f9cf49f704543d751882519649eb1d0a1ce4a0c9	1
727cba8126a0c8aa3b4a6122b3878b788817726499427c2a24da17ef51f8cbbc	0
3360a18956c2a2176e5e3ecdb4eadd1adfd2e58939325d81e675d345694f8e8e	1
2034038d8ec6ddec1f941bfa5ce14941fa6239223674988c42a3a2a806ff466c	0
54a91f9021627677cfe37b5a0488d6670cacdbd2abf3683e75d7598150f64b8e	1
f2306843b35138c1f8fb492e6aa97c4f75aa60240b35173780547ea43556bf3c	0
a93cdb40566f7a3e217a4af9f203d29a58b7a96833be7d954650e2a49ee22936	0
131eb0482e1c892c963c4834133157a8a7c061032cd3c581af4cdffce02f7eca	1
4d0748595f355a8f2c093ad709384e1b9d4c34a7bca424f2f9bbf14c64147dfe	0
58831433ccf4e6ac60deea28267b197dd1e3b88128e3a5bf05bd6cb66eeeaf93	0
a279f7ce116e5495c37db655514fb98754b159d6814365e575f8dd5fa2fc0b64	0
2e4b1d2c48a0d48e4ea8b328230dee85759b4dcb3290c41e9534b7a277f514b6	0
91918abe59e58b875a2cf7e5664a6ea3f8228cbd37e333387b6b6396af01902f	1
415411342958948d47c14596fac5698bb1954b23ea759dafb29cd245922f84c5	0
7cd941c2aefc24a5d9a08e22f2f2236bf8dff0f6d8acadd3d702f440dc7a389f	0
955f1edbd1fe81e3c199607d94b3858c339f5ca3948044bf92e603d62ed9877e	1
8660c482f2e5ec23949d7ad74373bd29b41d9a620486a668abdd5c67dfddb052	0
d992f60d2953fbbca2e4e306f0b8286171f2d90fd466bfb7526eb89bac3d84b3	1
598f4fa4fa2b3e2b0a086d633953ebc4f5728cd6e0f6fdaa1a7f866b0ca152c0	1
9cb6fafda2a9710640e05b83235d38ed2e128373549090e75af8632798e8512d	1
d59a45ca5a6b0a25d8bd25525b1b643ea3bb1199466e4d175edfea4c25cb8b2a	1
230a9eb1a23b6552a4020b440a7f6cc8ad4b2cb0bd092764e65903043f9ad6f7	1
fa1abdd7780a5d17b6272a3586b307f5c525f7881e808f2bd5ff65b31228fd42	1
25d16405ed097f85755844ae80b27daaffc58bbc99d3abf30aa7acb75e610156	0
213e1a329b739ab838fe6d1f8a1db7590432d77770d01629395e5524723903f0	0
0007595520f8666b52eda5441441a85ee543b6ce00aa9cc9bf1c5e2bf36f6048	1
d08cd825f61385f82316376d57f50b235d942665d6c59047bde20e6a6ba57033	1
615b99ad8ac537f6b9b8711e30e14e6293ab7b26e1f728229b7997d2ecf38afd	0
3ffcb99940fc9d2769b87eb14abf1e7cfa463bbc0067175515a9e30b38423165	1
f5cb591a349a0954e8c4c22df15e0beb0b0ba0c72bfd9c230048e9a0fae9fa98	1
14df1dcdc7feccc3489791bf4efff0c613e8ea5fa5d3dc5ea73ad07733cec0bd	1
0df9cfbfd14a7edc69b021ac7d9057068aa90c1990f8a56d83c568d75bea1831	0
3c11b195d0c9bcab1923adc70794372c5d0332a2cbb8fc6341c50092ffda635d	0
2b876637a066296b0d6cb0659db49a30dde5fef5bc8558ccb8857c7895900190	1
b9ba4c7d4915315b75285eacd42a0896fa95066075b4ddeb2d0953e94af839fd	1
7fa2ff0a27f185226d1d2e0159b3817445b19709aca3996b1a907bf9b33e1de4	0
ded6d3ad0541f83d2c4790337a5bbfe146d48541ea26285bc5f3f1df3ec07d91	0
100d2807a90eeca2bde1b8dee715e26372efa360fc5844135ef093dcd69999aa	0
f56a18412f4c7ef523533a77fc17e18c023a874bdaa207ce941a4a972a388273	0
4255eb0cf86732d626ed5414f239c1e6aec6c2d9e3da0d0972748dff4b71383d	1
5e4618625fff4135c612f4ba9e8c903208dfb2db6ab696e3283c6c36fa979d50	0
da49b6e0bae3dfa45a89d65489c9d12770934d93af28d25b2331b39e71de539a	1
a7eb3958bd86f5c71ea1b439cb62865a38313dd2b1bad52bde5b247b95e6180f	1
d188114b9e0336cd92bdc6b546c4fe872d362a27c8f49aad4af4c749857d45ae	1
b53ae0d633ffadf9d22cdadd66cdf445541bec48bb3b35ff4cd7bb5cdf84a3a3	0
535597482f5a8e1642ba614f7bc009c63cb88a3f3bfdc74dd45fd581fa6bbc25	0
30352890c654b36986343949d22d630b0f391b05a721db2e804d25110d366401	0
710ba863264b3a0c03bbfa901753d5017f6e826b487cceb84c9bea285cb56df1	0
aadf5bca151ddf33d1c6a648691ee51c5ed3907249494e0e848a72241655fd6c	0
3bab018375e16893ed97f43c27d1daab897c1ff253fe15685f23348af4687f3d	1
50edd9c2081482e99865549fa59d48273ae77cff4c669e0ed98b41467361582a	0
5a7b871be5be88a81250e6a03c7e2a8e7ac8d35cf35ad404163663ffa37ffba2	0
595968caff8d3d2c64b70b508dfeedb7c5ac891fca1066467a1cd8843b21ee79	1
6e8d9d6197aecb208449536052f8b6f3a3411af67b0e814e116d0db017880e02	0
a5faa5d7a9b3b7d140b424cc5e5c89e50e1cf92cb833d9cf38303baa55e8ecbf	0
af925e96bc0558240516c1b0baa14ab483a1402b341b20182a04a47f05afcb44	1
d362b6bc756910a35f2742bfbfc29f2be1a85cd7f63898f2c5b52245ca42793c	1
353d63fe94bf0c07bd5d09a8d08f8859d31ba4cb28b71a46c4b01d90efef21ef	1
01524538aa678589df23b77d0e052d0f48115db999e31a1e1b22d35eb40c4809	1
0afd00a4ea840091981f5ac5a8a9074a3ce666c8d1adf8054eb79a94978d37da	0
a18df5c63dd40f804ee5332aa702bb198963b2df7c05ea313060eb7cf76dff91	0
dfb977311a7f052395c82b79972e842e682e70ed2ccf9487fa448e105ef86663	1
76646e9a26234b1f89ef3f089c3f38c95c89f3e4099d18c2b3fa9ce8aff5d121	1
bed099f16850f7a13642d85c0f651ab086b14ef5b02bbf35d430d52e13669824	0
9b25bb4369e07360fabc18ff786fb4f8740ae8e6656ce4f80ba0755be7ecdb9e	0
1b6c2e201b855943e4f057aabdd11791550f4f15b7ff130588e1171ed5b509d7	1
cf226f9f9980949b8beb934551be92b1d87f1680cea90c84294ba14d8740082d	0
194101ab13a54bef99512907cfbaed308e9f9f8f58e97131921c7e38a61ff9ba	1
420da8b3a429d9d0c81667ee5688956f56d0a9372a995eea3f20a416647175ac	0
9b943aaaffc5465993cc5d80f3a516e746a9038c6c576282fd026680af9b6955	1
c479a9690896211361b392eefd2d9ff10ae0b3176693d4a15d6ad83ae710a2fa	0
b9ec356469de251f8a9a3512446ae7fc26094df6519287154c9f08ddf551f929	0
bbbd2da6f4540a80ea733342f825359f56e57aff00d5d001cc14e27f14757eaa	0
90e197e26c63500cb7cf94a9d6e3b5ee12f0dbdbac7a13f3f1cc6c903f1c9734	0
77c3830cac8cb36ce7b81373c3e4c4535e45111a6a0bdded09af9d9e4cc784ff	0
2db8d29e590a7fad2c7d57095c1acc11818e53e57dd63f0e26b275b0a7baf236	0
ca1d28cff65c9cf23b8cbe782a1dd4eba6cf57fe631b71d6d245c6c9e30ce0b3	1
ae8d3ea2f189bae617b8eeaf75d0221bf91043420ce723ca3e6ccb869178f984	0
3ac99f6fff5ed452fe7b42c71a55072f848eb56f44e07b4309a306bf953e98f8	0
0362690858443c16ddc29e758fa4ac0714507a347e63e230cd2628d234cd0225	0
9c72aadf46c1c3cf52d8b6d4a7468370d19d732c8e6a2a154b0a7056c3cada5e	1
83563c713ef96b18d0a5e059a053bfb3bdc69d1d44fe8ec271fe27572572e6ef	0
8f448218a85b6dd77b6154a6b07b798e4f5b6165e42c295b550992d65dd349f9	0
30817f0863c6fa20bf4e61bc02d719c60d7ac60f4ddb268fa507077f1a58892b	0
126b989beea2fe579411e8accc2bc99cffb8c56c0a2567bcaec74b4416bf5b46	0
26f62cf8ca6cdb09291dd6b11fec8fe3839989fe414358782d935999a3570473	1
09c3df78702771546bbed6004d249dd1892cbaacf614a8a4c8eb2ed9d852560a	0
8c438d31828b3a20c5c1ec59f88b6a1f22568970efbc9fe090ff96d82025a864	0
d1c7997af6e97bf62bbf91c43094c2bdad72ad856b48629b0c55b404d913f818	0
aba08887d6d4240dc8797f5539604aac75408b551b6ac51eb8fa4ccf0569b408	1
c95675c6af3642c42508904d8a19d318d42fd531f7f00b0403b14cd42923615a	0
a99777b4b78fd20373a86933c7c4333f1bac50efd2b556a2961a40f7077ffcad	0
a6924f8a1354aaed30b3828b4413236c345930259b676c08be14b89e9def4aba	0
3af1df4b45e6dc3358e0dab12dace254be03f7ca8eb1a0fe36a716756f6208d0	1
9c6fad7cb340a0a7ecb9b2d291b359613edb52dd20a0b127c786de28a043c177	1
fc81459bc51ea6c466443f91333b1be6c45f02c37672b63435b6344fe9178e4f	0
9ba778509793b819394e33da46cce0194b3363c6ddb1b761c1f87441e6b95f10	0
4586c80ed39aeb1581c20895defd967e86bb1a783860267b374a9d9389b754ce	1
9a31353097e3ef3d9a0d72bb2f64948e293a36c8335f0542e428b670aa4d1acf	1
a352c5bdc009413f567323f7e3e00a75ba82a0b5a9be685f00fd9a5a2b7c6ea6	0
d07a52dfcebff6c114d6d1a351c407c5000f4c2dd413f271512f54b451de6c10	1
e0b653f99a1d5135daeffbfb0939957ee7fb2313f475f988fc98cc762a1c9fc0	1
bde2c758f90da00a5ec69d03d8f9d01199c9565f18661be8675f2cd72e1a34e4	1
149c855a8ab1923033aa3f6ae6fe151353e388b755a8cb163c509da45b9a1c8c	1
1051b124e0462fca4200f6f40c4d2eb7c5b508c7378de6fea3042285fb03b59b	1
526e1785649017c38e2e36dabc29b178c63a22a02dfe6713ef4195a2ef4f0020	0
2de7caed4d60043b1b0adb07aad1a77cde15630896a2b5b616dd0e5fa89ea9c6	1
6966088b693c2089b479ba2c75a794135c52e7ebd73c5ab71016bfb19921680f	0
511c8dd097c612dc3cb7d170f80265730c03fba1d493c38a36c100134924ba4b	1
1efb1e932557b66a1d2ce9f9cab646db5b174c681b6d945104b6b0f786105cb1	1
042c99a55fece61aeda38eb37b8c29620c34c0fca4b3cd566bde1f0651993818	0
83b612f7f8c3afa23ef4f5c1dc98060223b132ad781837ed05aa9357e3a3cb78	0
9c537533596b429d0a7ba6272d616cd36baa3488570014c75d72d90824cb37bf	0
62a345867954f07bfad5e94bec5ff75db28d834d755ef2f2a46185105bace21e	0
ec40e14a5498a82c7238e48a1200475608405cdff5ca6e5546a615a653b7d4e2	1
7c041b7aa979d87208ba5a4ca3783ee85046859b00af67fe900082e18849a611	1
a053e51ec3557bc085f124ff8b378f519fdf91ccc5915f6e6d8b9bbc7f45deb4	0
8fe5d65d18d205ea2be808db5a633314ad35a1876abf9c8861fb96ead9d57e68	0
d9788e16e2494d53f555fa9281bb2c010fbe024f5e4497aa9238ff10e832db35	0
057b99dc756726c9424a54dbb4b37be86c69e3a5e2fae1a0c0beaae7b9038515	0
d2081611cbaa019c72011592a34a9d495f09244fe64ef05ca072e16b850c63af	1
47d4635b6dad4aa726e58d16cec487b62c05d97277b79662b31bd4925158c8f2	0
d5d6a4084a1a82b9e30667670c88621440c7622260af7139bdc5c3523af5d6cb	0
9f436fcc18026f61b2b02a0ba5410cc77c37c3ea76f3b7d0dbb711f903925621	0
3da712c0e067be2a766420d0b53531dc5104f5b2ae17595339ea5de9330aa649	1
ab2486f9420daf4728aceafb6c21e2719bfaf21c37e716b27348a3eb1a1da234	0
d48f81a8221b25434fc75669d2a4e24260faed7173155138a9e4d786a45e4568	0
01a5d4c030b5bc607ecae9d3450ea065a785e5769ed2441290508b8818d2271a	0
7b0b74673f0b0650fc0ca075ed96679af99c698beca9d08ac9b7d6c42f23634d	0
227302e935ca19fa9053ac34c15bcad2ef566c7ffa8c7f5b44af07259e2bacf0	0
8671a544d78bc42ff7461404631e52d7086653a5c1c58d7a982dd644a8bdb3fd	0
bc6ee91cab5baa660b3bff761af58ed4b6f5651c7b80340b5ffdbfa4cf370db7	0
f089b8a76425d50f9f7f1917982f1866cde9137a149bd557fd57630ad718c63d	1
75793e3f7364cd4fc9d3b6d19059f10fc1fd98ae4bb8f38d5405e897d2f31004	1
db51bc770b6f52b641c308b121ad54d0066e3d7963142c39d7936e9c3f844c64	0
c29c4cb7a06f2ccea077427f7669c393c2ef9c87eae99c367465a6a5445e322a	0
38924772309df6254e1d459221a1c984d6e9804d1de3dadf1fc4b21a2cbcf003	0
a8630edb377b77c6e60b6c1953dbf1194004ee41583baaeccbf805b3603f6777	0
136d1614a86ed4b7b1f7e92bd08e902f0a4c54b4c00d50f0e1b5e900786d6eec	0
8a7f180b5434bdc7f073dcdf59f13ccfce4b0e1c4f725dbf32c4dc17bab41eb3	0
816b9072a6e785d129b830e5432929dc63fc85994ef424145457214be3bf2f5c	0
0ef971eecf103a15c4877174dabd12885635772397550887ec5be3c5ec1712b8	1
8c183dc5e6b5e8a63987430afd6f54f10438af8dd8e6257644f7547026aef6f2	1
c21e1c690374774d9e88eefb8f704c2fd71f418f6c8296c6dae575b6b367b112	0
59e424679d3d29c15b27a5ffe854beebb0bf2c145f9301a9f997b2a25765a5b4	0
686bb4b776baf3ec96a590a06743f7b27a124ae96c7965466cc71e4afb99219b	1
c3768f9e20e61667565d32e1b65cacd74df39fdd7919b9cd86bef6387071e80e	0
ffc6cba4c70056f61bad93003e4ae7aff4634743376a8ca0646277d2a4b24038	1
9fc26500edd9a17caa43f9229ab7d84e65509d7a1328b3c42c4316c0ca8c512a	1
2c11884c7eccc34a7ab340bcd051f19b07db5e4aa758d8443957005611a973b0	0
dfd6797c01a4aeb439c0fec46a4626d14ca05339d529665f61815ca79fb245f3	1
8d32d91c23e84cd1d2bf96c4feac853fcf510cfb5ee20d812ac763ef82cdade6	0
5787bdfc880167ee08f2293741846ea1e54051b97431b7db68e352ea85cf7dff	0
09ad760af9ae7316b236aaa760c5e13ecb956da93b6fd67407379dbc4d149beb	1
84727c5c222beb4ec319727f81bec72545c9b738f32ea4c1f2435f500e903a85	0
136b46aaa718bec5049823ae1c5a862fb4a84190eb1b101e58b6d5cbf7496fde	0
c20a2067dad111c3a971b14bd7cea9cad8053b2efb4bfab963453365b9801d49	0
eb3b35293419f281aa806a8ed124b25d3e06ea20909d3de30c21504b91913bd9	1
f1fed57d6d103336974a61e5306832b2b8f26de62e2073f638cfae7885dc7a3e	0
a4ced8ab1835d6bb2949b56ad97513c3016a975c3f3acf4836e46ed6206cc370	0
77a219c89305de52f203f985a636388e1e3defe91b3bb79e0ea2663aff9c7966	0
156d880724194f9abe978c19fcb188f24aa7b11130fe93193c36640d3a855ae2	0
f19087bc44d192574ac737d06fc878c5201c4ea6c6aeff156af807da4cdc1510	0
546b065ebd64ee86427b08b8e0587fcde6234ff6c59cfba77a4bacc1a3e47b54	0
91075a8e992f13584521d92f49f214181c68473c4bf2f76c3aff9790c9bc15ea	0
49824053ab4268b772f5c45cf5f0a0e32fafa515cc168ac37638c723d31df57e	1
9a0f9425419e9a797845287efc3a816de9cf5f54d5123654ec2cce9a280cc0f0	0
f5f9fe56010b45286f141f7fe51eeae30848f895ad30c633a4567128b475c48a	0
02c32f75ac85567efbc4adb3478789efa32df0c3df90af5c2af6e062538614b8	0
905f89724eb67018965d2029fc109766bd51bc84ab1c69c738e7d8f38616802c	1
775c3da543e17dad00f20e2ba356b061468a1682ccce846e06a19131ce47468f	0
c023080682abe520f79ab1009a8cb161edf2d11aeaac09bcae4da2ed09ead36e	1
d97706dd4072629dbb687a7fefc86561da680d602ddcbb815c91fe344c188053	0
5357f9dd4fab51df842deb53981fa3346c24503192df5f0bd5226379e77c43a8	1
4cabaa36f0a415f88502ddbf3406b617c07f2184a0f08b6085bb1e8895a33b97	0
61936a907abe79ea306adffa87f266a8138dd5defe0c656aa2fee64f942981fe	1
68eee2a4d236805dbee5a95cc8b85b795f8a026a374f34c5e7cb8de065baa7ee	1
2647445fec3e1c6ccdb8f04a37bf5807fb7779a9f4f3e172dde472136339b3db	0
c28e146a207d1b6fad00bb465667f2e88bebbd99903f0ff6f0991acfc24dd4a1	1
0e7fcfce69bbed9140bfd6e40fbee5d40543b3fe559acad0717b20c391e854db	1
d62eb3ff4c4bcd1b91d90fb83e1a253add05a70f24feb598b4e82159b6590dea	1
2e470e65b5d807cb7c7c070dc4fc15e2e687190d2d23f443d90b9de098fa8576	1
09a55f56b6212ad9ca2905fee9494e4a23a1fe088c7ccc3fd0901200fdf1ebd0	1
43fbfd718327136ed24fc7c7ce5f5f7a3cc8e8231582b342da5db6b3285d40be	1
e06f575ca24a5e36e46d0dafb44beda7bf253f2144406b85817223393169754d	0
79cccae77507f453d06b83c7f26204169fe300455fff04c0b178e2356225cde4	1
29074b3e8dc9836967f33cecebc46dd65bec7acead543c1aedf131d80001166c	0
f6ac7ef834bd0ccc7d9b5fd5e5f2f863738d34fc1a4f8bcd6abf61a878731c46	1
26cf15755da5f3b01df72b7bf2799981f9903b0ed6212151e447ec53deaea16b	1
129c6f3966b4a4a12e70cadd83f8c4709f7fb51e7cfd3b82d322689f25a14012	1
4a7dfbed7899ef65be6d2a8ac959efa65d9e3df93f8db66db1164289f9f3d78c	0
e821b73c7a0b068ccedda9ee076784387385265b93e9b8325980da3048e99ff5	1
84f309acde000ce94e96fd740f4cf850ae15d84b2b3dc06e56c5147cc8d57c8d	1
16c77c20335e7ee7e880e9d1146a636ba626f1aa0d7aa316fc6a3981ecef37f2	0
46b963a6c14a3d402338ca2ac5a7601e12f78381fd9a6f7dad73ffab988e8f6b	1
5ce9b11ae21bedef7796c2fb2c8caffd64740a142c6ee1a814ae4283527df576	0
c45e8c6b51c8866dec565062aedf38f561b126bf6218c31d85c57d7972afc4d7	0
a0d344d5d530597c6f2e47595345a5eceac6b19fc881a5ea5665c60adf9b3046	0
f0ac3f8a8088f5248a74ce8e205a17889272f06d0d73b4a880e24b762768d699	1
ba63c5589925d3d2677f97d41a7b2695c2ee046b1b78a63774b9afd723236a88	1
046953b3baca07c71fd647575d323309d01cfb1d4a5531d864899fff0ec50546	0
954b86abc27e391c890666d27fd1fc461fcab8b7e156f8554cf3ace39139abb2	0
0d3cd1bb5139bfbdee6170c312364ba52d78c0fe530915bba66086bde6a02ea9	0
1fdfd87f1d372037c2f916ccc2a58fdf9433ae4a9d89bb320a44acfe5876db5f	0
2806a564f3ae690cac63f0b46e4f61ade48703830c81915fba2f1cbf24a4b188	0
fd8bd9d88127be512c28d1552e6ac0afef436bdb97566e626fbeba1dff739fb5	0
56fbbd939c97c110e326dec0e08731e084d30068473e97b8a87270c74f9522db	0
dfc869ae674d9f0e36e3693a9c721152135aceeed0678957c50104182e436078	1
668d85fbe91a9ea516972455f26871ddd9f6d08881922291feed672d03c2d83d	0
35c5f3df0eea227384bcc03b6fd4e7c4e044fc56a7eaf713359bcfcb7ff74b03	1
b0516bee487ae93b890a1d7782faf9ac321e1d7c0680b71ccf65a4c6ced850f4	1
452e52d29ed33bd21a75907857d14e9ce739794717d4ceab8007721c10afc571	1
5271ca0688df25bfb9461e5299a8223634b6547957530dda29274a0985a5da9d	0
46d9dbe859752564c88bf615da4ed9c86a3705d7685b660435288e3c0668f77e	0
d511b7f990000d486070d8aae3e004c237784e4c50c72e52cc76a37858ceb406	0
da0a58c08a055cbdd930277291b3f03eb2bb9d1c1a3bacba036d859aa91dea85	0
fe87b44d55751032053ed694fed747b2f1bee5a0f15d0ac94bfd3b6778861fb6	1
74e61ff55ac00722c578fb12b23df6cda237b1cd8f837e9ec2b5b0a155e5b9a4	0
72cf73ae83a709d571b65ca01a781eea2fc8a4ab654af51444a0e398dc582cde	0
7612409bdf1a1cbe952a88cd24e01efe32981521d0e87f7dde00478a19c40ef2	0
638d21349108a926508103b0d008b0d910d96dc51bed21ae17da2a53b5a8b7d2	0
cf1ca6ad67a13b4ccbcfbcc80ef8820d7561c6850d219bf2b9e465d8cf0be0c7	0
2d99ad283d95996e7fe235988e68b731da2b8794d239da4f3605004768f999b6	0
cb0df882b9350743af9ca83830834c6c2e9aa2c35b76bce3d47cd705c8685913	0
da0b791df7e7e2bd21052aa6d1c7477c56fa3f181cd8e0e31d9a4952a4c32cd2	1
fec310ebedc50e72c1cec68a5c8dfa975df9cf95069626930ce0552247e1437b	0
a869fdf42b9a4d5a6b11fc0336820d2dc904bcf29aaf72d81d76f523b9aac668	0
3e2a54fd6a396d22c6a14d9311ee814f84b1411c17130fc387965de8d82c3937	1
1d02a62ff087ca038cfb2fd358390ac25245730927ae19b65e7c7455032faa43	0
7486377b03d5dfce7f63ba967c01b0ff21a342e9d761daa83c2927bcd5b21f02	0
ad557941b2e57c03e56938ca2e6b6721fef81feb90fff73134e7ee8a10f7f60f	0
086066d1ada9f84d1a2e0f71509301c3e7805ede2d1d09acd954b45828ac1956	1
9458d094c9874a374c2c176ef3ef4599c470a44a0ce5db97afc5fb1dbdbfc89f	1
d46a8ba370f490ca0eadfc0af22506a3b11cd53ccbfe1ad19183fa0abe77c01f	0
9a523207f4e93e91824fdbdd73c4787d2dcb46fba7f4316edf3e15879d4a9902	0
a83bcc167fadcd673951f34267f54563b7a980ce9180d6b6f462f9ca16b3b722	0
c13cee15800298b5e3e81fff8ed239a4b92998f00fa2ace942f2d7c877007c47	0
4b02731ac7c0194ca776e970492607a41d37f6c2ba6411a67267490879ce569f	0
6ec2c88b4750d55820124499c090bdcc62de758cdada422a6e2c93ffc84e54b7	1
a915be5bd13a6c5c548eb5ff20c66866f0a2e411a547b41d71a786e21b48be5b	1
8f0d9496d215437dab733970dabb173114aef1c69dff7e153ad28084ce3f2dad	0
11e2b3663f0f51dac492dffa75bd39407243bd25e774a3662c900070e54bd643	0
8fdbce7d017cf7357225c09b6e72f3d2f3d460cb2b14b17f2bfebcaca2e93e01	1
b54104e860c55d0466c0c2f44676d8200d530e74d5330e6e1f65276468b50dcb	1
6160e8525ce2664dbc1665e3693bafdb7f1396b7d20f1caec152a57b055225c7	1
9e185a6d829675b0bbd470b8b9136086b4183aa9c628ba6680a6545217637d22	0
17f599dee5f4f1e69d106887ff3bd8c7640eb34497dd0776df891c65d7f0101a	0
622301469bcc2f59b2b79cca9b98e56666806fb89be014ba336244b9415a56be	1
5f6735c7cd8e2a93e995c92d502fb8fa154d0bde386be7e9739b1e11801976f5	0
68470d4053ec8360888e9be0b7e6fe5114aaca3b87bc59ba17127aa96a378c32	1
3f62aadc74b7b1f9af6c3fba91eabadf423e4e2538d2faadce5ab8859bc109d6	1
6948850b4e1f9408d8d3af38078ff9d8f25cc904bb15c326ad33d05544222389	1
5bcaab22a6843f0ac40826d6f19a4fe918ebacb9d94b4f5a7d0be1b18687b23c	1
ff99d9d128b6046d55f3a47947e98947424e5e2473a5868a0e747a41c40af36c	0
01f373b66360e71307bbe9456eea3f275e760acabb3988a7442651647acb86d3	1
5f8acc67e4a1e432963358ae9c886d9c3c3bd7b0b54b36c79e21344e4e5dc83a	0
e3c80adc5d4992cd1337d74930763314e1738e98c319b008307a43916e30b43b	0
f556ebb586d32d66f73f6b76ab39a9576b8370dc7dd282d28389f773276328e2	1
5943b512b0e318af639ac3339303b994a28ca8a0f26340389faacd8823b1ba3c	1
387a2158a17817a32181ea2baad513d0f296cbeba328b9d42ab05116d4ddb936	0
45620ed4b6e288c4f372aa49852042a32a50bfc27dd01e7c1b1a8ecfb4147d29	1
61924dd17bdae6a7c8dbc855803fed0a3f93834d94c153728b48a5bf51a93852	0
54eac612eda65b0f2423d7eb1bdf03ca82e19655ef0af98811faa6a8b6371012	0
bdf241e55ea35fbf68a10f5cbed1c7979e2a38c6194259711ad2a4168fff10a6	1
821818192e567f4eda8baedc68c552455165f8f65fdc20995dd5f3a38b5e3ab5	0
